Gartenhilfe Gesell-           schaft m.b.H.                                                                             0000St. Peterstra·e 25            A 4020  Linz                          002465
Gerstbauer Helmut             Berufskleidung                                                                            0000Hîhenstra·e 11                A 4600  Thalheim/Wels                 002468
Glavassevich Erich            Gro·h. u. Werksvertretungen                                                               0000Hummelbergweg 11              A 8054  Graz                          002829
Gilhofer Transportgesell-     schaft m.b.H.                                                                             0000Herinterfeldstra·e 22         A 4050  Traun                         002696
Bauunternehmung               Gerstl Rudolf                                                                             0000Kalkofenstra·e 25             A 4600  Wels                          002704
Bauprofi Werner Glaser        Gesellschaft mbH                                                                          0000                              A 8292  Neudau 145                    002842
Gnaser                        Frischeiproduktions-          Gesellschaftm.b.H. & Co KG                                  0000Burgfried 125                 A 8342  Gnas                          003065
Gabriel-Auzinger Speditions   Gesellschaft m.b.H.                                                                       0000Stelzhamerstra·e 32           A 5280  Braunau                       002714
Getriebebau NORD              Gesellschaft mbH                                                                          0000SchÑrdinger Stra·e 7          A 4061  Pasching                      001010
Gfrerer Isolierwerk           Gesellschaft m.b.H.                                                                       0000Ignaz Mayr Stra·e 21          A 4020  Linz                          002723
Brauerei Grieskirchen AG                                                                                                0000Stadtplatz 15-16              A 4710  Grieskirchen                  002731
GrÅndler's Sîhne Gesell-      schaft m.b.H. & Co.KG.                                                                    0000Haagerstra·e 46               A 4400  Steyr                         002734
Greinîcker & Willibald        Warenhandelsgesell-           schaft m.b.H. & Co.KG.                                      0000Marktstra·e 4                 A 4870  Vîcklamarkt                   002738
Dipl. Ing. Hauer  Josef       Baumschulen                                                                               0000                              A 4760  Raab 236                      002739
HTN-Heizbare Textilien-       und Normelemente Gesell-      schaft m.b.H.                                               0000Polzing 12                    A 4682  Geboltskirchen                002749
SÅdsteirische Sparkasse                                                                                                 0000                              A 8430  Leibnitz                      003076
M. Hechenblaickner            Holzhandels-Gesellschaft m.b.H                                                            0000Anton Kleinoschegstra·e 41    A 8051  Graz                          003079
Harnisch Kaspar               Farbengro·handlung u.         Spezialhaus f. Wohnungspflege                               0000Glockenspielplatz 1           A 8010  Graz                          003081
Huber & Lamprecht                                                                                                       0000Herrengasse 7-9               A 8010  Graz                          003083
Habacher Rupert               Schmiede- u. Fahrzeugbau                                                                  0000                              A 8962  Grîbming                      003086
F. & Ing. K. Hickel KG        Bau, Mîbel- u. Kunsttischlerei                                                            0000Gaalerstra·e 9                A 8720  Knittelfeld                   003094
Hitthaller + Trixl            Baugesellschaft m.b.H.                                                                    0000Josef Hei·l Stra·e 1          A 8700  Leoben                        003098
J. Himmelfreundpointner       Gesellschaft m.b.H.                                                                       0000Boschstra·e 48                A 4600  Wels                          002768
Weinkellerei                  Pîtscher GesellschaftmbH                                                                  0000Wiener Stra·e 29-31           A 8020  Graz                          003104
Hasibeder Spedition u.Trans-  port Gesellschaft m.b.H.                                                                  0000Passauer Stra·e 296           A 4780  SchÑrding                     002790
Josef Huber u.Sîhne OHG                                                                                                 0000Wildfellnerstra·e 3           A 4910  Ried                          002797
Heitzeneder Textilhandels     Gesellschaft m.b.H. & Co.KG.                                                              0000                              A 4693  Desselbrunn 21                002803
A. Haberkorn Gesell-          schaft m.b.H. & Co.KG.                                                                    0085Werndlstra·e 3                A 4240  Freistadt                     002806
Stadtbaumeister A. Haiden &   Sîhne Gesellschaft m.b.H.     & Co KG                                                     0000Hans-Kloepfer-Strasse 28-30   A 8750  Judenburg                     003535
F. Hanschmann                 Gesellschaft m.b.H.                                                                       0000Waagner Biro Stra·e 20        A 8020  Graz                          003125
Fritz Holter Gesell-          schaft m.b.H.                                                                             0000Sengerstra·e 27               A 4600  Wels                          002810
Max Hawlik Gesellschaft m.b.H.                                                                                          0000Wegscheider Stra·e 27         A 4020  Linz                          002823
Hasenleithner Karl                                                                                                      0000Sternberg 1                   A 4812  Pinsdorf                      002825
Hartig Gerhard                Goldwarenerzeugung                                                                        0000Hauptplatz 16                 A 4053  Haid                          002833
Ing. Hackmair Anton           Kfz-WerkstÑtte                                                                            0000                              A 4812  Pinsdorf                      002837
Herbert Handlos Gesell-       schaft m.b.H.                                                                             0000Schulstra·e 20                A 4284  Tragwein                      002839
Harrer                        Transporte-Baustoff-Heizîl    Gesellschaft m.b.H.                                         0000Bahnhofstra·e 52              A 8740  Zeltweg                       003161
Holz- u. Furnierhandels       Gesellschaft m.b.H.                                                                       0000Berg 16                       A 4600  Wels                          002846
Hammertinger Gesell-          schaft m.b.H. & Co.KG.                                                                    0000Haid 18                       A 4872  Neukirchen/Vîckla             002848
GFI Gesellschaft f. Ingenieur-technik mbH                                                                               0000Am Winterhafen 1              A 4020  Linz                          002851
Dr. Ing. Franz Ludwig Herzog  Zivilingenieur f. Hochbau u.  Baumeister KG                                               0000Glacisstra·e 9                A 8010  Graz                          003173
HB - Brditschka Gesell-       schaft m.b.H. & Co.KG.                                                                    0000Dr. Adolf SchÑrf Stra·e 42-46 A 4053  Haid                          002856
Harich Roman                  Mîbelgro·handel                                                                           0000Riegelschneiderweg 15         A 8073  Feldkirchen                   003177
HöTTHALER TEXTIL              Gesellschaft m.b.H                                                                        0000RÅstdorf 46                   A 4690  Schwanenstadt                 002860
Hofmeister Josef              Shell Station                                                                             0000Hauptstra·e 20                A 8641  St. Marein                    003192
Heidenbauer Otto              Siebdruck                                                                                 0000Grazer Stra·e 60              A 8061  Ebersdorf                     003207
Gmundner Zementwerke Hans     Hatschek AG                                                                               0006                              A 4810  Gmunden                       002870
Dr. Haase Paul M.             WirtschaftstreuhÑnder,        WirtschaftsprÅfer, Steuer-    berater                       0000Schillerstra·e 32             A 8010  Graz                          003222
HWL Fenster und TÅren         Handelsgesellschaft mbH                                                                   0000P. Rosegger Stra·e 125        A 8052  Graz                          003226
Hellmayr Alfred                                                                                                         0000Bucherstra·e 8                A 4730  Waizenkirchen                 002876
Himler Horst                  GesellschaftmbH                                                                           0000Altenmarkt 190                A 8280  FÅrstenfeld                   003227
Heinrich Gesellschaft m.b.H.  Transporte                                                                                0000                              A 8263  Gro·wilfersdorf 165           003242
ISP(ôsterreich)GmbH                                                                                                     0000Reschgasse 24/1               A 1120  Wien                          005829
Technotrans Logistik Service  Gesellschaft mbH              ôAG-Gruppe                                                  0000Schemmerlstsra·e 66           A 1110  Wien                          004529
Gilde Handwerk, Macrander     Gesellschaft m.b.H.                                                                       0269Dingdenerstra·e               D 4290  Bocholt                       005850
Dipl.Ing.Brandstetter & Co    Baugesellschaft mbH                                                                       0000Pfarrgasse 54                 A 1232  Wien                          005837
Peter & Hedl Gesellschaft mbH                                                                                           0000Sulzengasse 5 5               A 1230  Wien                          005763
Flora Print Gesellschaft mbH                                                                                            0000Missindorfgasse 21            A 1140  Wien                          005604
Hirschmann & Simmerl          Gro·handel                                                                                0000Czeija Nissl Gasse 3          A 1210  Wien                          001611
raaco Storage Systems         Gesellschaft mbH                                                                          0000Auf der Haide                 A 2500  Baden                         004808
Raiffeisenbank Melk           reg.Gen.m.b.H.                                                                            0000Abbe Karl Stadler Gasse 6     A 3390  Melk                          004811
Raiffeisenbank Rosalia        reg.Gen.m.b.H.                                                                            0000                              A 7203  Wiesen                        004812
Raiffeisenkasse Schattendorf- Loipersdorf-Drassburg-        Baumgarten reg.Gen.m.b.H.                                   0000Hauptstra·e 29                A 7022  Schattendorf                  004814
Raiffeisen-Lagerhaus          Guntramsdorf reg.Gen.m.b.H.                                                               0000Kerngasse 15                  A 2353  Guntramsdorf                  004816
Rank Xerox Austria            Gesellschaft mbH                                                                          0000Nu·dorfer LÑnde               A 1190  Wien                          004823
Elektro Rauhofer              Gesellschaft mbH & Co KG                                                                  0000Wagner Schînkirch Gasse 19    A 1232  Wien                          004927
Wernicke                      Handelsgesellschaft mbH                                                                   0000Hildmannplatz 5               A 5020  Salzburg                      005782
Reinthaler Otto               Technik im BÅro                                                                           0000Bahnstra·e 50                 A 2230  GÑnsserndorf                  004960
ReisebÅro Hietzing            Schînbrunn Reisen             Gesellschaft mbH & Co KG                                    0000Hietzinger Hauptstra·e 12-14  A 1130  Wien                          004972
Ing.Reith Manfred             Schlosserei                                                                               0000Mariazeller Gasse 22          A 2344  Maria Enzersdorf              004995
Reitsamer Karl                beh.konz.Elektrotechniker                                                                 0000Zehetnergasse 42/19           A 1140  Wien                          004997
Reprotext Satz-und Druck-     formenherstellung             Gesellschaft mbH                                            0000Rudolfsplatz 10               A 1010  Wien                          005010
Ressl August                  Metallbau                                                                                 0000Cîl.Schachinger Stra·e 9      A 3251  Purgstall                     005577
Ing.Josef Richter & Co        Kommanditgesellschaft                                                                     0000BlÑtterstra·e 9-11            A 2751  SteinabrÅckl                  005021
W.Riedel Silo-Transport-      gesellschaft mbH & Co KG                                                                  0000Wimmergasse 18                A 1050  Wien                          005035
Rosa Riss Gesellschaft mbH                                                                                              0000Novaragasse 38a               A 1020  Wien                          005073
Rittenbacher & Sommer         Gesellschaft mbH                                                                          0000An der MÅnchendorfstra·e      A 2353  Gutramsdorf                   005076
Rodlauer Computer             Handelsgesellschaft mbH                                                                   0000BrÅnnerstrasse 73             A 1210  Wien                          005087
Roland Speditions-            gesellschaft mbH                                                                          0000Lederergasse 33               A 1080  Wien                          005089
Rolletta Jalousie Gesell-     schaft mbH Nemeth und PhilippiErste steiermÑrkische-burgen- lÑndische Jalousiefabrik      0000                              A 7344  Stoob                         005090
Rosenauer & Varadi            Steuerberatungsges. OEG                                                                   0000Pfarrgasse 33                 A 7000  Eisenstadt                    005093
SATZ ART Satz-und Druckformen-herstellungsgesellschaft mbH                                                              0000Davidgasse 79                 A 1100  Wien                          005115
Dipl.Ing.Erich Sedelmayer OHG                                                                                           0000Angeligasse 29                A 1100  Wien                          005218
Seimann Johannes              Schildermalermeister                                                                      0000Wagramer Stra·e 118           A 1220  Wien                          005228
SETZ LIFE Satz-und Druckvor-  lagengesellschaft mbH                                                                     0000Gumpendorfer Stra·e 157       A 1060  Wien                          005247
SEV Gas-Wasser-Heizungsinstal-lationen und Solarenergie Ver-werung Gesellschaft mbH                                     0000Hernstorferstra·e 4           A 1140  Wien                          005250
SHS SanitÑr-Heizungs-und      Schwimmbadanlagen             Gesellschaft mbH                                            0000Kliebergasse 9                A 1050  Wien                          005257
Dipl.Ing.Silwester Alfred     Ing.Konsulent fÅr             Vermessungswesen                                            0000Kauergasse 10/3               A 1153  Wien                          005272
Ing.Franz Simon               Gesellschaft mbH                                                                          0000Wiener Stra·e 72              A 7423  Pinkafeld                     005281
Christian Sindelar            Gesellschaft mbH                                                                          0000Am Hundsturm 1                A 1050  Wien                          005284
Skrdla Gesellschaft mbH                                                                                                 0000Himberger Stra·e 12           A 2324  Zwîlfaxing                    005291
Josef Skucek OHG                                                                                                        0000Rauchfangkehrergasse 83       A 1150  Wien                          005294
GetrÑnkehaus Krause           Gesellschaft mbH                                                                          0000Wagramer Stra·e 259           A 2201  Gerasdorf                     002726
Lughofer  Gesellschaft m.b.H. & Co.KG.                                                                                  0000Neuhauserweg 16               A 4061  Pasching                      002814
Sotal Speiseeismaschinen      Handelsgesellschaft mbH                                                                   0000Gorskistra·e 9-11             A 1232  Wien                          005307
Tieber Gesellschaft m.b.H.                                                                                              0000Bismarckstra·e 4              A 8330  Feldbach                      005352
Oswald Spiehs                 Gesellschaft mbH                                                                          0000Trillergasse 4                A 1210  Wien                          005328
Svadlenak Johann              Optiker                                                                                   0000Linzer Stra·e 284a            A 1140  Wien                          005361
Swoboda Peter                 Swobodata                                                                                 0000Pfadenhauergasse 1            A 1140  Wien                          005413
Fotoimporte Fritz Kirchmayr   Gesellschsaft mbH                                                                         0000Linzer Stra·e 42              A 4501  Neuhofen/Krems                004010
SôKE Vertriebsgesellschaft    fÅr ôsterreich GmbH                                                                       0000Wiener Stra·e 200             A 2104  Spillern                      005416
Stadtwerke Judenburg                                                                                                    0000                              A 8750  Judenburg                     003245
J. Jacomini                   Autohandelsgesellschaft m.b.H.                                                            0000KÑrntner Stra·e 115           A 8053  Graz                          003248
Rupert SchÑffer               Gesellschaft mbH                                                                          0000Ullmannstra·e 3               A 1150  Wien                          005418
Hans Schak                    Metallerzeugung                                                                           0000Enenkelstra·e 21              A 1160  Wien                          005419
Forschungsgesellschaft        Joanneum Gesellschaft mbH     Institut fÅr Bauphysik und    Fenstertechnik                0000Steyrergasse 17               A 8010  Graz                          003257
Dipl.Ing. Scheran Gerhard     Staatl.bef.und beeid.Zivil-   ingenieur fÅr Bauwesen                                      0000Mollardgasse 33               A 1060  Wien                          005428
Schering Wien                 Gesellschaft mbH                                                                          0000Scheringgasse 2               A 1140  Wien                          005429
Item 2000 Gesellschaft m.b.H. EDV Zubehîr- u. BÅrobedarf                                                                0000Hollabererstra·e 4            A 4020  Linz                          002890
Ferdinand Krobath             Maschinenfabrik                                                                           0000                              A 8330  Feldbach                      003341
Ing. Schiller Erhard          Computer-Zubehîr                                                                          0000Gîglstra·e 17                 A 3500  Krems                         005435
Marban Aloisia                Inh.d.nicht prot. Firma       Heinrich Jantscha                                           0000Graben 10                     A 4020  Linz                          002894
Eduard Schinzel               Gesellschaft mbH                                                                          0000Studenygasse 16               A 1110  Wien                          005436
INTERUMZUG Reinhold Grabner   GÅtertransportgesellschaftmbH                                                             0000Hoheneckerstra·e 21           A 4020  Linz                          002901
Schirmer GÅnter               GeneralreprÑsentant f.ôsterr. von USM-Haller Mîbel-Bausyst.                               0000Erndtgasse 9-11               A 1180  Wien                          005438
Joka-Werke, Johann Kapsamer   K.G.                                                                                      0000Oberndorf 51                  A 4690  Schwanenstadt                 002904
Hubert Kulmer                 Hochbau, Transportbetonwerk   Gesellschaft m.b.H.                                         0000                              A 8212  Pischelsdorf/Hart 65          003360
Dipl.Ing.Dr.techn. Robert     Koller,Hoch- und Tiefbau-     gesellschaft m.b.H.                                         0000Ufer 11                       A 4360  Grein                         002908
Kratochwil Richard            KÑlte-Klima- u. Schall-       isolierung                                                  0000                              A 8262  Walkersdorf 67                003363
Kîlbl Gerhard                 Holzbearbeitungsmaschinen                                                                 0000                              A 8712  Niklasdorf                    003545
Kieswerk MÅhlheim             Fellner & Ranftl              Gesellschaft m.b.H. & Co.KG.                                0000                              A 4961  MÅhlheim                      003107
Kreczi Gesellschaft m.b.H.                                                                                              0000Prinz-Eugen-Stra·e 44         A 4061  Pasching                      003130
Konsumgenossenschaft          reg. GenmbH                   Region Steiermark                                           0000Karl Morre Stra·e 32          A 8020  Graz                          003560
L. Klammer & Co KG            Bauunternehmung                                                                           0000                              A 8623  Aflenz 112                    003563
Schmid Arthur                 Dachdeckerei                                                                              0000Sollingergasse 33             A 1190  Wien                          005443
Kellner Elisabeth "ELKE"      Gro·handel u. Import                                                                      0000Kolpingstra·e 4               A 4840  Vîcklabruck                   003172
Ing. Hans Koch                Gesellschaft m.b.H.                                                                       0000                              A 8552  Eibiswald Nr. 241             003566
Krotzer Josef                 Sonnenschutz                                                                              0000Reisedt 16                    A 5271  Moosbach                      003176
Kreuzhuber Franz              FKS-Industriebîden                                                                        0000Aich 14                       A 4941  Mehrnbach                     003191
ISOMET Kîller &               Lusenberger                   Edelstahlkamine GmbH                                        0000Am Damm 4                     A 4053  Haid                          003200
Adalbert Kubesch & Co                                                                                                   0000Pummererstra·e 22             A 4020  Linz                          003208
C.H. Knorr Nahrungsmittel-    fabrik Gesellschaft m.b.H.                                                                0168                              A 4600  Wels                          003217
Kirchengast Gertrude          Erdbewegung u. Transporte                                                                 0000                              A 8224  Untertiefenbach 56            003592
Druckerei                     Anton und Inge Klampfer       Gesellschaft mbH                                            0000Hans Sutter Gasse 9-13        A 8150  Weiz                          003593
Autohaus                      V. Karl                                                                                   0000Wiesental 127                 A 8344  Bad Gleichenberg              003597
H. Katzenberger               Beton- u. Fertigteilwerke     Gesellschaft m.b.H.                                         0015                              A 8026  Graz                          003603
Dipl. Ing. Kaiser Christian   Ziviling. f. Kulturtechnik    u. Wasserwirtschaft                                         0000Keplerstra·e 61               A 8020  Graz                          003615
Johann Kamper                 Bau- u. Mîbeltischlerei       Gesellschaft m.b.H.                                         0000Industriestra·e 9             A 8042  Hart bei Graz                 003624
Kossegg Erich                 Installationsunternehmen                                                                  0000Lazarettgasse 12              A 8020  Graz                          003632
Kaufmann Gesellschaft m.b.H.                                                                                            0000                              A 8083  St. Stefan i. R. 5            003633
Rudolf Schneider              Gesellschaft mbH                                                                          0000ôlzeltgasse 1                 A 1030  Wien                          005519
Ing.Klaus Schneider           Gesellschaft mbH                                                                          0000Lehnergasse 6                 A 1235  Wien                          005521
Johann Scholl Gesellschaft mbH                                                                                          0000Pottendorfer Stra·e 77        A 2523  Tattendorf                    005530
Walter Schopf                 Gesellschaft m.b.H.                                                                       0000Bischof-Faber Platz 14        A 1180  Wien                          005537
"LSH"-Fischer Baugesell-      schaft m.b.H.                                                                             0000Salzburger Stra·e 321         A 4021  Linz                          002178
Vinzenz Schreiber             Gesellschaft mbH                                                                          0000Liechtensteinstra·e 19        A 1090  Wien                          005546
Peter Lîssl Gesell-           schaft m.b.H.                                                                             0000MÅhltal 18                    A 4655  Vorchdorf                     003234
H. G. Lettner & Sîhne KG      Waschmittelindustrie                                                                      0000Angergasse 41-43              A 8010  Graz                          003640
Schrenk GÅnther               Waagen fÅr Industrie,Handel u.Gewerbe                                                     0000JÑgerhausgasse 75             A 1120  Wien                          005549
Franz Leitner Gesell-         schaftm.b.H. & Co.KG.                                                                     0000Porzellangasse 26             A 4600  Wels                          003239
Lipp Gesellschaft m.b.H.                                                                                                0000Herrgottwiesgasse 149         A 8055  Graz                          003643
Schuller Ursula               Internationale Herrenmode-    agentur                                                     0000Zirkusgasse 5/6/30            A 1020  Wien                          000005
F.SchÅller & Sohn                                                                                                       0000Mitterfeldstra·e 12           A 3300  Amstetten                     005553
Langmayr Albert                                                                                                         0000Audorf 220                    A 4052  Ansfelden                     003255
Ing. Sepp Letmeier            Gesellschaft m.b.H.                                                                       0000Selztaler Stra·e              A 8940  Liezen                        003653
Landring Weiz                 Lagerhausgenossenschaft & CoKG                                                            0000Schlachthausgasse 5           A 8160  Weiz                          003655
Ferdinand Leopold             Gesellschaft m.b.H.                                                                       0000                              A 8322  Studenzen 37                  003656
Lieb Bau Weiz                 Gesellschaft m.b.H. & Co KG                                                               0000Birkfelder Stra·e 40          A 8160  Weiz                          003657
ROTO FRANK                    Eisenwarenfabrik-Aktien-      gesellschaft                                                0000                              A 8401  Kalsdorf b. Graz              003660
LÅftinger Josef               Erdbau Transporte                                                                         0000Au 73                         A 4654  Bad Wimsbach                  003277
Lengauer Horst                WirtschaftstreuhÑnder         Steuerberater                                               0000Dr. Scheiberstra·e 20         A 4870  Vîcklamarkt                   003280
Lowa Sportschuhe Gesell-      schaft m.b.H. & Co.KG.                                                                    0000Breitenaich 50                A 4973  St.Martin i.L.                003281
Stadelmayer Rudolf            Schlosserei                                                                               0000Neustiftgasse 78              A 1070  Wien                          004913
"Lencia-Schmuck",Linzer Gold,-Silber- und Bijouteriewaren-  erzeugung Gesellschaft mbh &Co                              0000Carlonegasse 8                A 4020  Linz                          003284
Lutterschmied Ernst           Betonwerk-Baustoffe                                                                       0000Bahnhofstra·e 14c             A 8350  Fehring                       003674
Leopold Fritz                 Immobilienkanzlei                                                                         0000Sporgasse 2                   A 8010  Graz                          003684
Laabmayr-Auinger & Co         Gesellschaft m.b.H.                                                                       0000Badgasse 231                  A 8970  Schladming                    003694
Loos Erich                    Elektrohandel                                                                             0000Lorenz Vest Weg 29            A 8041  Graz                          003700
Stecher Fritz                 Autotransporte                                                                            0000Thayagasse                    A 2136  Laa/Thaya                     004932
Lohr Hermann                  BÑckerei                                                                                  0000Seiersberg 549                A 8054  Graz                          001912
Ing.Steinbacher &             Ing.Schweighofer              Gesellschaft mbH                                            0000Dorf 8                        A 3343  Hollenstein/Ybbs              004945
Ing.Stenger Elektrotechnische-und BÅhnenbeleuchtungsgerÑte  Gesellschaft mbH                                            0000Sebastianplatz 2              A 1030  Wien                          005201
Steppi & Co                                                                                                             0000Siebenbrunnengasse 22         A 1050  Wien                          005203
Stiepan Druck                 Gesellschaft mbH                                                                          0000Hirtenberger Stra·e 31        A 2544  Leobersdorf                   005217
Heinz R.Stiller                                                                                                         0000Hillerstra·e 2                A 1020  Wien                          005224
Karl Stottan KG                                                                                                         0000Industriestra·e 12            A 2201  Gerasdorf                     005236
Stranz Karl                   Raumausstatter                                                                            0000Edelstalerweg 2               A 2405  Hundsheim                     005240
Studeny Helmut Autospenglerei und Lackierzubehîr                                                                        0000Hettenkofergasse 21           A 1160  Wien                          005266
Technoprojekt Beratungs -und  Projektierungsgesellschaft mbH                                                            0000Paulanergasse 13/2            A 1040  Wien                          004528
TECO-NORM Fenster-TÅren-und   Portalerzeugung Gesell-       schaft mbH                                                  0000Bodensdorf 8                  A 3250  Wieselburg                    005583
Teleges Elektronische Kommu-  nikations- und Informations-  anlagen Gesellschaft mbH                                    0000Johnstra·e 31                 A 1150  Wien                          004531
Testoterm                     Gesellschaft mbH                                                                          0000Geblergasse 94                A 1170  Wien                          004545
"Thermomatic" Handelsagentur  fÅr wÑrmetechnische           Erzeugnisse                   Dr.techn.Ernst Graf KG.       0000Obere Wei·gerberstra·e 8/16   A 1030  Wien                          004562
TIG                           Installationsgesellschaft mbH                                                             0000Wiener Stra·e 27              A 2401  Fischamend                    004584
Tomaschitz Ernst              Bauunternehmung,Baustoffe     GÅterbefîrderung                                            0000Betriebsstra·e 4              A 2421  Kittsee                       004615
Tomek-Electronics             Gesellschaft mbH                                                                          0000Kolpingstra·e 16              A 1232  Wien                          004619
TRAFAG                        Gesellschaft mbH                                                                          0000Untere Viaduktgasse 55        A 1030  Wien                          004895
Turbolader                    Service Gesellschaft mbH                                                                  0000NibelungenlÑnde 15            A 3390  Melk                          004909
Urschall Rattanmîbelhandel    Gesellschaft mbH                                                                          0000WÑhringer GÅrtel 95           A 1180  Wien                          004495
UTG Ulana                     Textilhandel Gesellschaft mbH                                                             0000Rechte Bahnzeile 7            A 2483  Ebreichsdorf                  004496
Varilek Alois                 Registrierkassen                                                                          0000Neudorfer Stra·e 6            A 2340  Mîdling                       003839
Verband lÑndlicher            Genossenschaften in Nô        reg.GenmbH                                                  0775Seilergasse 6-8               A 1011  Wien                          003854
Verhoeven-Bau-Gesellschaft mbH                                                                                          0000Roggegasse 13                 A 1210  Wien                          003859
Verkehrsverein Wieselburg     Messeleitung                                                                              0000Volksfestplatz 3              A 3250  Wieselburg                    005636
Versicherungsanstalt der      îsterr.BundeslÑndervers.AG.                                                               0000Praterstrasse 1-7             A 1020  Wien                          003869
Ernst Vogel Pumpen Export     Gesellschaft mbH.& Co.KG.                                                                 0000Ernst Vogel.Str. 2            A 2000  Stockerau                     004238
Vogel Franz                   Gas-Wasser-Heizung            Installationen                                              0000Dr.Schoberstra·e 10           A 1130  Wien                          004242
E.Volkmann Zentralheizungsbau und SanitÑranlagen KG                                                                     0000Sautergasse 45                A 1160  Wien                          004478
Volksbank Alpenvorland        reg.Gen.m.b.H.                                                                            0000Hauptplatz 26                 A 3302  Amstetten                     004479
Volksbank Ybbstal reg.GenmbH                                                                                            0000Hauptstra·e 15                A 3363  Ulmerfeld-Hausmening          004480
Rudolf Vosicky AufzÅge und    Elektrobau Gesellschaft mbH                                                               0000Leberstra·e 62                A 1110  Wien                          004481
Zehl Heinz                    Lastentransporte                                                                          0000Stockerauer Stra·e 105        A 2100  Korneuburg                    002309
Dipl.Ing.Zelenka Adolf        Baumeister                    Immobilienverwaltung                                        0000Haizingergasse 21             A 1180  Wien                          002319
Richard Zimmermann            Eisengro·handel               Gesellschaft mbH                                            0000Gutenbergstra·e               A 3100  St.Pîlten                     002342
Ing.Wilhelm Zîberer & Co.OHG                                                                                            0000Kendlerstra·e 18              A 1140  Wien                          002348
Ingenieure Mayreder, Kraus    & Co, Baugesellschaft m.b.H.                                                              0000Sophiengutstra·e 20           A 4010  Linz                          003298
Mittermaier Rudolf            Furnierhandel                                                                             0000Pummererstra·e 16             A 4020  Linz                          003301
MAHO Mallinger Gesell-        schaft m.b.H.,Nachfolger      Reinhold Mallinger                                          0000Salzburger Stra·e 44          A 4020  Linz                          003537
Mîseneder Helmut              Handelsagentur                                                                            0000Oberfeldstra·e 13             A 4600  Wels                          003541
Meier Transporte              Gesellschaft m.b.H.                                                                       0000Vormarkt 13                   A 4720  Neumarkt i. H.                003546
Muhr Alois                    Intern. Transporte                                                                        0000Kainzing 9                    A 4753  Taiskirchen                   003548
Moser Gesellschaft m.b.H.                                                                                               0000Rackering 14                  A 4901  Ottnang am Hausruck           003552
Molto Luce Beleuchtungsgro·-  handelsgesellschaft mbH                                                                   0000Europastra·e 45               A 4600  Wels                          003568
"Magma" Entwicklung und       Vertrieb vom Maschinen        Gesellschaft m.b.H.                                         0000Bernardingasse 12             A 4600  Wels                          003583
MittermÅller Druckerei        Bad Hall Gesell-              schaft m.b.H & Co.KG.                                       0000Margarethenplatz 7            A 4540  Bad Hall                      003591
Messner                       Ein- u.VerkaufsgesellschaftmbH                                                            0000Hauptplatz 21                 A 8510  Stainz                        003904
Maxwald-Maschinen             Gesellschaft m.b.H. & Co.KG.                                                              0000Irresbergstra·e 1             A 4694  Ohlsdorf                      003596
Mayreder, Keil, List u. Co    Baugesellschaft m.b.H.                                                                    0000GeidorfgÅrtel 20              A 8010  Graz                          003919
Werner Mîrth Gesellschaft mbH                                                                                           0000Raiffeisenstra·e 120          A 8041  Graz                          003922
Papier Moll KG                Gro·handelshaus                                                                           1125Fischergasse 23B              A 8020  Graz                          003928
Glasbau                       Mauerhofer Gesellschaft m.b.H.                                                            0000Bienengasse 21                A 8020  Graz                          003931
Oberîsterreichische Landes-   hypothekenanstalt                                                                         0000Landstra·e 38                 A 4020  Linz                          003652
Mauthner Peter                Tischlermeister                                                                           0000Offenbergergasse 12           A 8160  Weiz                          003943
Raiffeisen-Landesbank Oô      reg.GenmbH                    z.Hd.Herrn Christoph Reisner  Kommerzkreditabteilung        0000Raiffeisenplatz 1             A 4020  Linz                          003666
